2026-01-08 11:16:23,611 - INFO - ...The Fray:Tag Found [{'count': 100, 'name': 'alternative', 'url': 'https://www.last.fm/tag/alternative'}]
2026-01-08 11:16:24,585 - INFO - ...Bryan Adams:Tag Found [{'count': 100, 'name': 'rock', 'url': 'https://www.last.fm/tag/rock'}]
2026-01-08 11:16:25,305 - INFO - ...The Rolling Stones:Tag Found [{'count': 100, 'name': 'classic rock', 'url': 'https://www.last.fm/tag/classic+rock'}]
2026-01-08 11:16:26,015 - INFO - ...Britney Spears:Tag Found [{'count': 100, 'name': 'pop', 'url': 'https://www.last.fm/tag/pop'}]
2026-01-08 11:16:26,841 - INFO - ...Olivia Rodrigo:Tag Found [{'count': 100, 'name': 'pop', 'url': 'https://www.last.fm/tag/pop'}]
2026-01-08 11:16:27,559 - INFO - ...NF:Tag Found [{'count': 100, 'name': 'Hip-Hop', 'url': 'https://www.last.fm/tag/Hip-Hop'}]
2026-01-08 11:16:28,203 - INFO - ...Leah Kate:Tag Found [{'count': 100, 'name': 'pop', 'url': 'https://www.last.fm/tag/pop'}]
2026-01-08 11:16:28,889 - INFO - ...Dan + Shay:Tag Found []
2026-01-08 11:16:28,889 - INFO - Dan + Shay \u2192 No tags found
2026-01-08 11:16:29,709 - INFO - ...Emiway Bantai:Tag Found [{'count': 100, 'name': 'Indian', 'url': 'https://www.last.fm/tag/Indian'}]
2026-01-08 11:16:30,425 - INFO - ...Beyonc�:Tag Found [{'count': 100, 'name': 'rnb', 'url': 'https://www.last.fm/tag/rnb'}]
2026-01-08 11:16:31,141 - INFO - ...Pink Sweat$:Tag Found [{'count': 100, 'name': 'rnb', 'url': 'https://www.last.fm/tag/rnb'}]
2026-01-08 11:16:33,184 - INFO - ...One Direction:Tag Found [{'count': 100, 'name': 'pop', 'url': 'https://www.last.fm/tag/pop'}]
2026-01-08 11:16:33,904 - INFO - ...Skid Row:Tag Found [{'count': 100, 'name': 'hard rock', 'url': 'https://www.last.fm/tag/hard+rock'}]
2026-01-08 11:16:34,727 - INFO - ...King Princess:Tag Found [{'count': 100, 'name': 'indie pop', 'url': 'https://www.last.fm/tag/indie+pop'}]
2026-01-08 11:16:35,749 - INFO - ...James Blunt:Tag Found [{'count': 100, 'name': 'pop', 'url': 'https://www.last.fm/tag/pop'}]
2026-01-08 11:16:36,465 - INFO - ...The Smashing Pumpkins:Tag Found [{'count': 100, 'name': 'alternative rock', 'url': 'https://www.last.fm/tag/alternative+rock'}]
2026-01-08 11:16:37,285 - INFO - ...Bowling For Soup:Tag Found [{'count': 100, 'name': 'pop punk', 'url': 'https://www.last.fm/tag/pop+punk'}]
2026-01-08 11:16:37,977 - INFO - ...Radiohead:Tag Found [{'count': 100, 'name': 'rock', 'url': 'https://www.last.fm/tag/rock'}]
2026-01-08 11:16:38,722 - INFO - ...Tate McRae:Tag Found [{'count': 100, 'name': 'pop', 'url': 'https://www.last.fm/tag/pop'}]
2026-01-08 11:16:39,531 - INFO - ...Anne-Marie:Tag Found [{'count': 100, 'name': 'pop', 'url': 'https://www.last.fm/tag/pop'}]
2026-01-08 11:16:40,284 - INFO - ...Sleepy Hallow:Tag Found [{'count': 100, 'name': 'rap', 'url': 'https://www.last.fm/tag/rap'}]
2026-01-08 11:16:41,979 - INFO - ...Green Day:Tag Found [{'count': 100, 'name': 'punk rock', 'url': 'https://www.last.fm/tag/punk+rock'}]
2026-01-08 11:16:43,196 - INFO - ...Bruno Mars:Tag Found [{'count': 100, 'name': 'pop', 'url': 'https://www.last.fm/tag/pop'}]
2026-01-08 11:16:44,374 - INFO - ...David Guetta:Tag Found [{'count': 100, 'name': 'House', 'url': 'https://www.last.fm/tag/House'}]
2026-01-08 11:16:45,065 - INFO - ...Ed Sheeran:Tag Found [{'count': 100, 'name': 'acoustic', 'url': 'https://www.last.fm/tag/acoustic'}]
2026-01-08 11:16:45,784 - INFO - ...Jung Kook:Tag Found [{'count': 100, 'name': 'k-pop', 'url': 'https://www.last.fm/tag/k-pop'}]
2026-01-08 11:16:46,455 - INFO - ...Travis Scott:Tag Found [{'count': 100, 'name': 'Hip-Hop', 'url': 'https://www.last.fm/tag/Hip-Hop'}]
2026-01-08 11:16:47,217 - INFO - ...Train:Tag Found [{'count': 100, 'name': 'rock', 'url': 'https://www.last.fm/tag/rock'}]
2026-01-08 11:16:47,931 - INFO - ...Arctic Monkeys:Tag Found [{'count': 100, 'name': 'indie rock', 'url': 'https://www.last.fm/tag/indie+rock'}]
2026-01-08 11:16:48,774 - INFO - ...Brian McKnight:Tag Found [{'count': 100, 'name': 'rnb', 'url': 'https://www.last.fm/tag/rnb'}]
2026-01-08 11:16:49,470 - INFO - ...Catfish and the Bottlemen:Tag Found [{'count': 100, 'name': 'indie rock', 'url': 'https://www.last.fm/tag/indie+rock'}]
